Title,Price,answer,brand,model_name,CPU,RAM,disk_space,GPU
"HP 15s-eq2376ng, Notebook, mit 15,6 Zoll Display, AMD Ryzen™ 7,5700U Prozessor, 16 GB RAM, 512 GB SSD, AMD Radeon™ Onboard Graphics, Silber, Windows 11 Home (64 Bit)","698,99€","```json
[
    {
        ""brand"": ""HP"",
        ""model name"": ""15s-eq2376ng"",
        ""CPU"": ""AMD Ryzen™ 7 5700U"",
        ""RAM"": 16,
        ""disk space"": ""512 GB"",
        ""GPU"": ""AMD Radeon™ Onboard Graphics""
    }
]
```",HP,15s-eq2376ng,AMD Ryzen™ 7 5700U,16,512 GB,AMD Radeon™ Onboard Graphics
"ACER Aspire 5 (A515-57-518G) mit Tastaturbeleuchtung, Notebook, mit 15,6 Zoll Display, Intel® Core™ i5,i5-1235U Prozessor, 16 GB RAM, 512 GB SSD, Intel® Iris® Xe, Steel Gray, Windows 11 Home (64 Bit)","819,00€","```json
[
    {
        ""brand"": ""ACER"",
        ""model name"": ""Aspire 5 (A515-57-518G)"",
        ""CPU"": ""Intel® Core™ i5,i5-1235U"",
        ""RAM"": 16,
        ""disk space"": ""512 GB"",
        ""GPU"": ""Intel® Iris® Xe""
    }
]
```",ACER,Aspire 5 (A515-57-518G),"Intel® Core™ i5,i5-1235U",16,512 GB,Intel® Iris® Xe
"ASUS ROG Flow X16 GV601VI-NL016W, Convertible, mit 16 Zoll Display Touchscreen, Intel® Core™ i9,i9-13900H Prozessor, 32 GB RAM, 1 TB SSD, NVIDIA GeForce RTX™ 4070, Schwarz, Windows 11 Home (64 Bit)","2999,00€","```json
[
    {
        ""brand"": ""ASUS"",
        ""model name"": ""ROG Flow X16 GV601VI-NL016W"",
        ""CPU"": ""Intel® Core™ i9,i9-13900H"",
        ""RAM"": 32,
        ""disk space"": ""1 TB"",
        ""GPU"": ""NVIDIA GeForce RTX™ 4070""
    }
]
```",ASUS,ROG Flow X16 GV601VI-NL016W,"Intel® Core™ i9,i9-13900H",32,1 TB,NVIDIA GeForce RTX™ 4070
"MICROSOFT Surface Laptop Studio 2, Notebook, mit 14,4 Zoll Display Touchscreen, Intel® Core™ i7,i7-13700H  Prozessor, 64 GB RAM, 1 TB SSD, NVIDIA GeForce RTX™ 4060, Platin, Windows 11 Home (64 Bit)","3799,00€","```json
[
    {
        ""brand"": ""MICROSOFT"",
        ""model name"": ""Surface Laptop Studio 2"",
        ""CPU"": ""Intel® Core™ i7,i7-13700H"",
        ""RAM"": 64,
        ""disk space"": ""1 TB"",
        ""GPU"": ""NVIDIA GeForce RTX™ 4060""
    }
]
```",MICROSOFT,Surface Laptop Studio 2,"Intel® Core™ i7,i7-13700H",64,1 TB,NVIDIA GeForce RTX™ 4060
"ACER Predator Helios Neo 16 (PHN16-72-70UM) mit 240 Hz Display & RGB Tastaturbeleuchtung, Gaming Notebook, mit 16 Zoll Display, Intel® Core™ i7,i7-14700HX Prozessor, 16 GB RAM, 1 TB SSD, NVIDIA GeForce RTX™ 4070, Abyssal Black, Windows 11 Home (64 Bit)","1899,00€","```json
[
    {
        ""brand"": ""ACER"",
        ""model name"": ""Predator Helios Neo 16 (PHN16-72-70UM)"",
        ""CPU"": ""Intel® Core™ i7,i7-14700HX"",
        ""RAM"": 16,
        ""disk space"": ""1 TB"",
        ""GPU"": ""NVIDIA GeForce RTX™ 4070""
    }
]
```",ACER,Predator Helios Neo 16 (PHN16-72-70UM),"Intel® Core™ i7,i7-14700HX",16,1 TB,NVIDIA GeForce RTX™ 4070
"ACER Swift Go 16 Pro Black Edition (SFG16-71-782M) mit 120 Hz Display mit Tastaturbeleuchtung, Notebook, mit 16 Zoll Display, Intel® Core™ i7,13620H  Prozessor, 32 GB RAM, 1 TB SSD, Intel® UHD Graphics, Ice Black, Windows 11 Pro (64 Bit)","1269,00€","```json
[
    {
        ""brand"": ""ACER"",
        ""model name"": ""Swift Go 16 Pro Black Edition"",
        ""CPU"": ""Intel® Core™ i7,13620H"",
        ""RAM"": 32,
        ""disk space"": ""1 TB"",
        ""GPU"": ""Intel® UHD Graphics""
    }
]
```",ACER,Swift Go 16 Pro Black Edition,"Intel® Core™ i7,13620H",32,1 TB,Intel® UHD Graphics
"APPLE MacBook Pro (2020) MYD92D/A, Notebook mit 13,3 Zoll Display, Apple M1 Prozessor, 8 GB RAM, 512 GB SSD, M1 GPU, Space Grau","1679,00€","```json
[
    {
        ""brand"": ""APPLE"",
        ""model name"": ""MacBook Pro (2020)"",
        ""CPU"": ""Apple M1"",
        ""RAM"": 8,
        ""disk space"": ""512 GB"",
        ""GPU"": ""M1 GPU""
    }
]
```",APPLE,MacBook Pro (2020),Apple M1,8,512 GB,M1 GPU
"ASUS TUF Gaming A15 FA507XV-HQ002W, Notebook, mit 15,6 Zoll Display, AMD Ryzen™ 9,7940HS  Prozessor, 16 GB RAM, 1 TB SSD, NVIDIA GeForce RTX™ 4060, Schwarz, Grau, Windows 11 Home (64 Bit)","1999,00€","```json
[
    {
        ""brand"": ""ASUS"",
        ""model name"": ""TUF Gaming A15 FA507XV-HQ002W"",
        ""CPU"": ""AMD Ryzen™ 9 7940HS"",
        ""RAM"": 16,
        ""disk space"": ""1 TB"",
        ""GPU"": ""NVIDIA GeForce RTX™ 4060""
    }
]
```",ASUS,TUF Gaming A15 FA507XV-HQ002W,AMD Ryzen™ 9 7940HS,16,1 TB,NVIDIA GeForce RTX™ 4060
"LENOVO IdeaPad 3, Notebook, mit 17,3 Zoll Display, AMD Ryzen™ 7,5700U Prozessor, 8 GB RAM, 512 GB SSD, AMD Radeon™ Onboard Graphics, Arctic Grey, Windows 11 Home (64 Bit)","859,99€","```json
[
    {
        ""brand"": ""LENOVO"",
        ""model name"": ""IdeaPad 3"",
        ""CPU"": ""AMD Ryzen™ 7 5700U"",
        ""RAM"": 8,
        ""disk space"": ""512 GB"",
        ""GPU"": ""AMD Radeon™ Onboard Graphics""
    }
]
```",LENOVO,IdeaPad 3,AMD Ryzen™ 7 5700U,8,512 GB,AMD Radeon™ Onboard Graphics
"ACER Aspire 3 (A315-24P-R1UP), Notebook, mit 15,6 Zoll Display, AMD Ryzen™ 3,7320U Prozessor, 16 GB RAM, 512 GB SSD, AMD Radeon™ Onboard Graphics, Pure Silver, Windows 11 Home (64 Bit)","629,00€","```json
[
    {
        ""brand"": ""ACER"",
        ""model name"": ""Aspire 3 (A315-24P-R1UP)"",
        ""CPU"": ""AMD Ryzen™ 3,7320U"",
        ""RAM"": 16,
        ""disk space"": ""512 GB"",
        ""GPU"": ""AMD Radeon™ Onboard Graphics""
    }
]
```",ACER,Aspire 3 (A315-24P-R1UP),"AMD Ryzen™ 3,7320U",16,512 GB,AMD Radeon™ Onboard Graphics
"MEDION AKOYA® E16423 (MD 62569), Notebook, mit 16,0 Zoll Display, Intel® Core™ i5,i5-1155G7 Prozessor, 8 GB RAM, 1 TB SSD, Intel® Iris® Xe, Silber, Windows 11 Home (64 Bit)","609,00€","```json
[
    {
        ""brand"": ""MEDION"",
        ""model name"": ""AKOYA® E16423"",
        ""CPU"": ""Intel® Core™ i5-1155G7"",
        ""RAM"": 8,
        ""disk space"": ""1 TB"",
        ""GPU"": ""Intel® Iris® Xe""
    }
]
```",MEDION,AKOYA® E16423,Intel® Core™ i5-1155G7,8,1 TB,Intel® Iris® Xe
"HP OMEN 16-wf1373ng, Gaming Notebook, mit 16,1 Zoll Display, Intel® Core™ i7,i7-14700HX Prozessor, 16 GB RAM, 1 TB SSD, NVIDIA GeForce RTX™ 4070, Schwarz, Windows 11 Home (64 Bit)","1999,00€","```json
[
    {
        ""brand"": ""HP"",
        ""model name"": ""OMEN 16-wf1373ng"",
        ""CPU"": ""Intel® Core™ i7,i7-14700HX"",
        ""RAM"": 16,
        ""disk space"": ""1 TB"",
        ""GPU"": ""NVIDIA GeForce RTX™ 4070""
    }
]
```",HP,OMEN 16-wf1373ng,"Intel® Core™ i7,i7-14700HX",16,1 TB,NVIDIA GeForce RTX™ 4070
"ACER Aspire Vero (AV15-53P-7966) mit Tastaturbeleuchtung, Notebook, mit 15,6 Zoll Display, Intel® Core™ i7,i7-1355U  Prozessor, 16 GB RAM, 1 TB SSD, Intel® Iris® Xe, Cobblestone Gray, Windows 11 Home (64 Bit)","859,99€","```json
[
    {
        ""brand"": ""ACER"",
        ""model name"": ""Aspire Vero (AV15-53P-7966)"",
        ""CPU"": ""Intel® Core™ i7,i7-1355U"",
        ""RAM"": 16,
        ""disk space"": ""1 TB"",
        ""GPU"": ""Intel® Iris® Xe""
    }
]
```",ACER,Aspire Vero (AV15-53P-7966),"Intel® Core™ i7,i7-1355U",16,1 TB,Intel® Iris® Xe
"LENOVO IdeaPad 5i Pro, Notebook, mit 14 Zoll Display, Intel® Core™ i5,i5-1240P Prozessor, 16 GB RAM, 512 GB SSD, Intel® Iris® Xe, Storm Grey, Windows 11 Home (64 Bit)","949,99€","```json
[
    {
        ""brand"": ""LENOVO"",
        ""model name"": ""IdeaPad 5i Pro"",
        ""CPU"": ""Intel® Core™ i5-1240P"",
        ""RAM"": 16,
        ""disk space"": ""512 GB"",
        ""GPU"": ""Intel® Iris® Xe""
    }
]
```",LENOVO,IdeaPad 5i Pro,Intel® Core™ i5-1240P,16,512 GB,Intel® Iris® Xe
"ASUS ROG Strix SCAR 16 G634JY-NM001W, Gaming Notebook, mit 16 Zoll Display, Intel® Core™ i9,i9-13980HX Prozessor, 32 GB RAM, 1 TB SSD, NVIDIA GeForce RTX™ 4090, Schwarz, Windows 11 Home (64 Bit)","4299,00€","```json
[
    {
        ""brand"": ""ASUS"",
        ""model name"": ""ROG Strix SCAR 16 G634JY-NM001W"",
        ""CPU"": ""Intel® Core™ i9,i9-13980HX"",
        ""RAM"": 32,
        ""disk space"": ""1 TB"",
        ""GPU"": ""NVIDIA GeForce RTX™ 4090""
    }
]
```",ASUS,ROG Strix SCAR 16 G634JY-NM001W,"Intel® Core™ i9,i9-13980HX",32,1 TB,NVIDIA GeForce RTX™ 4090
"ACER Aspire 5 (A515-56-545J), Notebook, mit 15,6 Zoll Display, Intel® Core™ i5,i5-1135G7 Prozessor, 8 GB RAM, 512 GB SSD, Intel® Iris® Xe, Silber, Linux","649,00€","```json
[
    {
        ""brand"": ""ACER"",
        ""model name"": ""Aspire 5 (A515-56-545J)"",
        ""CPU"": ""Intel® Core™ i5,i5-1135G7"",
        ""RAM"": 8,
        ""disk space"": ""512 GB"",
        ""GPU"": ""Intel® Iris® Xe""
    }
]
```",ACER,Aspire 5 (A515-56-545J),"Intel® Core™ i5,i5-1135G7",8,512 GB,Intel® Iris® Xe
"HP ENVY Laptop 16-h1375ng, Notebook, mit 16 Zoll Display, Intel® Evo™ Plattform, Intel® Core™ i7,i7-13700H (Evo) Prozessor, 16 GB RAM, 1 TB SSD, Intel® Arc™ 7 A730M, Silber, Windows 11 Home (64 Bit)","1798,99€","```json
[
    {
        ""brand"": ""HP"",
        ""model name"": ""ENVY Laptop 16-h1375ng"",
        ""CPU"": ""Intel® Core™ i7,i7-13700H (Evo)"",
        ""RAM"": 16,
        ""disk space"": ""1 TB"",
        ""GPU"": ""Intel® Arc™ 7 A730M""
    }
]
```",HP,ENVY Laptop 16-h1375ng,"Intel® Core™ i7,i7-13700H (Evo)",16,1 TB,Intel® Arc™ 7 A730M
"HP 17-BY2333NG, Notebook, mit 17,3 Zoll Display, Intel® Core™ i7,i7-10510U Prozessor, 8 GB RAM, 256 GB SSD, AMD Radeon™ Onboard Graphics, Schwarz, Windows 10 Home (64 Bit)","849,00€","```json
[
    {
        ""brand"": ""HP"",
        ""model name"": ""17-BY2333NG"",
        ""CPU"": ""Intel® Core™ i7,i7-10510U"",
        ""RAM"": 8,
        ""disk space"": ""256 GB"",
        ""GPU"": ""AMD Radeon™ Onboard Graphics""
    }
]
```",HP,17-BY2333NG,"Intel® Core™ i7,i7-10510U",8,256 GB,AMD Radeon™ Onboard Graphics
"LENOVO Yoga 7i, Notebook, mit 14 Zoll Display, Intel® Evo™ Plattform, Intel® Core™ i5,i5-1135G7 (Evo) Prozessor, 8 GB RAM, 512 GB SSD, Intel® Iris® Xe, Dark Moss, Windows 11 Home (64 Bit)","1099,00€","```json
[
    {
        ""brand"": ""LENOVO"",
        ""model name"": ""Yoga 7i"",
        ""CPU"": ""Intel® Core™ i5-1135G7 (Evo)"",
        ""RAM"": 8,
        ""disk space"": ""512 GB"",
        ""GPU"": ""Intel® Iris® Xe""
    }
]
```",LENOVO,Yoga 7i,Intel® Core™ i5-1135G7 (Evo),8,512 GB,Intel® Iris® Xe
"MSI CREATOR Z16P B12UHST-046, Notebook, mit 16 Zoll Display Touchscreen, Intel® Core™ i9,i9-12900H Prozessor, 32 GB RAM, 2 TB SSD, NVIDIA GeForce RTX™ 3080 Ti, Lunar Gray, Windows 11 Pro (64 Bit)","4699,00€","```json
[
    {
        ""brand"": ""MSI"",
        ""model name"": ""CREATOR Z16P B12UHST-046"",
        ""CPU"": ""Intel® Core™ i9,i9-12900H"",
        ""RAM"": 32,
        ""disk space"": ""2 TB"",
        ""GPU"": ""NVIDIA GeForce RTX™ 3080 Ti""
    }
]
```",MSI,CREATOR Z16P B12UHST-046,"Intel® Core™ i9,i9-12900H",32,2 TB,NVIDIA GeForce RTX™ 3080 Ti
"CAPTIVA Advanced Gaming I68-188, Gaming Notebook, mit 17,3 Zoll Display, Intel® Core™ i5,i5-12500H Prozessor, 16 GB RAM, 500 GB SSD, NVIDIA GeForce RTX™ 3050, Mehrfarbig, Windows 11 Home (64 Bit)","1099,00€","```json
[
    {
        ""brand"": ""CAPTIVA"",
        ""model name"": ""Advanced Gaming I68-188"",
        ""CPU"": ""Intel® Core™ i5,i5-12500H"",
        ""RAM"": 16,
        ""disk space"": ""500 GB"",
        ""GPU"": ""NVIDIA GeForce RTX™ 3050""
    }
]
```",CAPTIVA,Advanced Gaming I68-188,"Intel® Core™ i5,i5-12500H",16,500 GB,NVIDIA GeForce RTX™ 3050
"MSI Stealth 14 Studio A13VE-029, Notebook, mit 14 Zoll Display, Intel® Evo™ Plattform, Intel® Core™ i7,i7-13700H (Evo) Prozessor, 16 GB RAM, 1 TB SSD, NVIDIA GeForce RTX™ 4050, Star Blue, Windows 11 Home (64 Bit)","2399,00€","```json
[
    {
        ""brand"": ""MSI"",
        ""model name"": ""Stealth 14 Studio A13VE-029"",
        ""CPU"": ""Intel® Core™ i7,i7-13700H (Evo)"",
        ""RAM"": 16,
        ""disk space"": ""1 TB"",
        ""GPU"": ""NVIDIA GeForce RTX™ 4050""
    }
]
```",MSI,Stealth 14 Studio A13VE-029,"Intel® Core™ i7,i7-13700H (Evo)",16,1 TB,NVIDIA GeForce RTX™ 4050
"ACER Swift X (SFX14-71G-77BA) mit Tastaturbeleuchtung, Notebook, mit 14,5 Zoll Display, Intel® Core™ i7,i7-13700H Prozessor, 16 GB RAM, 1 TB SSD, NVIDIA GeForce RTX™ 4050, Steel Grey, Windows 11 Home (64 Bit)","2359,00€","```json
[
    {
        ""brand"": ""ACER"",
        ""model name"": ""Swift X (SFX14-71G-77BA)"",
        ""CPU"": ""Intel® Core™ i7,i7-13700H"",
        ""RAM"": 16,
        ""disk space"": ""1 TB"",
        ""GPU"": ""NVIDIA GeForce RTX™ 4050""
    }
]
```",ACER,Swift X (SFX14-71G-77BA),"Intel® Core™ i7,i7-13700H",16,1 TB,NVIDIA GeForce RTX™ 4050
"HP OMEN Transcend 16-u0375ng, Notebook, mit 16 Zoll Display, Intel® Core™ i7,i7-13700HX Prozessor, 32 GB RAM, 1 TB SSD, NVIDIA GeForce RTX™ 4070, Schwarz, Windows 11 Home (64 Bit)","2399,00€","```json
[
    {
        ""brand"": ""HP"",
        ""model name"": ""OMEN Transcend 16-u0375ng"",
        ""CPU"": ""Intel® Core™ i7,i7-13700HX"",
        ""RAM"": 32,
        ""disk space"": ""1 TB"",
        ""GPU"": ""NVIDIA GeForce RTX™ 4070""
    }
]
```",HP,OMEN Transcend 16-u0375ng,"Intel® Core™ i7,i7-13700HX",32,1 TB,NVIDIA GeForce RTX™ 4070
"ACER Aspire Vero (AV15-52-7154) mit Tastaturbeleuchtung, EVO, Notebook, mit 15,6 Zoll Display, Intel® Core™ i7,i7-1255U (Evo) Prozessor, 16 GB RAM, 1,000 GB SSD, Intel® Iris® Xe, Starry Black, Windows 11 Home (64 Bit)","1049,00€","```json
[
    {
        ""brand"": ""ACER"",
        ""model name"": ""Aspire Vero (AV15-52-7154)"",
        ""CPU"": ""Intel® Core™ i7,i7-1255U (Evo)"",
        ""RAM"": 16,
        ""disk space"": ""1,000 GB"",
        ""GPU"": ""Intel® Iris® Xe""
    }
]
```",ACER,Aspire Vero (AV15-52-7154),"Intel® Core™ i7,i7-1255U (Evo)",16,"1,000 GB",Intel® Iris® Xe
"HP - B2B 470 G10, Business Notebook, mit 17,3 Zoll Display, Intel® Core™ i5,i5-1335U Prozessor, 16 GB RAM, 512 GB SSD, Intel® Iris® Xe, Asteroid Silber, Windows 11 Pro (64 Bit)","1045,00€","```json
[
    {
        ""brand"": ""HP"",
        ""model name"": ""B2B 470 G10"",
        ""CPU"": ""Intel® Core™ i5,i5-1335U"",
        ""RAM"": 16,
        ""disk space"": ""512 GB"",
        ""GPU"": ""Intel® Iris® Xe""
    }
]
```",HP,B2B 470 G10,"Intel® Core™ i5,i5-1335U",16,512 GB,Intel® Iris® Xe
"HP - B2B ProBook 445 G10, Business Notebook, mit 14 Zoll Display, AMD Ryzen™ 5,7530U Prozessor, 16 GB RAM, 512 GB SSD, AMD Radeon™ Onboard Graphics, Silber, Windows 11 Pro (64 Bit)","1045,00€","```json
[
    {
        ""brand"": ""HP"",
        ""model name"": ""ProBook 445 G10"",
        ""CPU"": ""AMD Ryzen™ 5,7530U"",
        ""RAM"": 16,
        ""disk space"": ""512 GB"",
        ""GPU"": ""AMD Radeon™ Onboard Graphics""
    }
]
```",HP,ProBook 445 G10,"AMD Ryzen™ 5,7530U",16,512 GB,AMD Radeon™ Onboard Graphics
"HP OMEN 16-u0695ng, Notebook, mit 16 Zoll Display, Intel® Core™ i9,i9-13900HX Prozessor, 32 GB RAM, 1 TB SSD, NVIDIA GeForce RTX™ 4070, Schwarz, Windows 11 Home (64 Bit)","2799,00€","```json
[
    {
        ""brand"": ""HP"",
        ""model name"": ""OMEN 16-u0695ng"",
        ""CPU"": ""Intel® Core™ i9,i9-13900HX"",
        ""RAM"": 32,
        ""disk space"": ""1 TB"",
        ""GPU"": ""NVIDIA GeForce RTX™ 4070""
    }
]
```",HP,OMEN 16-u0695ng,"Intel® Core™ i9,i9-13900HX",32,1 TB,NVIDIA GeForce RTX™ 4070
"ACER Swift 1 (SF114-34-P6C4) mit Tastaturbeleuchtung, Ultrabook, mit 14 Zoll Display, Intel® Pentium®,N6000 Prozessor, 8 GB RAM, 256 GB SSD, Intel® HD Graphics, Silber, Windows 11 Home (64 Bit)","499,00€","```json
[
    {
        ""brand"": ""ACER"",
        ""model name"": ""Swift 1 (SF114-34-P6C4)"",
        ""CPU"": ""Intel® Pentium®,N6000"",
        ""RAM"": 8,
        ""disk space"": ""256 GB"",
        ""GPU"": ""Intel® HD Graphics""
    }
]
```",ACER,Swift 1 (SF114-34-P6C4),"Intel® Pentium®,N6000",8,256 GB,Intel® HD Graphics
"APPLE MacBook Pro (2023), Notebook mit 14 Zoll Display, Apple M3 Chip, 8 GB RAM, 10-Core-GPU, 1 TB SSD, Silber","2229,00€","```json
[
    {
        ""brand"": ""APPLE"",
        ""model name"": ""MacBook Pro (2023)"",
        ""CPU"": ""Apple M3 Chip"",
        ""RAM"": 8,
        ""disk space"": ""1 TB"",
        ""GPU"": ""10-Core-GPU""
    }
]
```",APPLE,MacBook Pro (2023),Apple M3 Chip,8,1 TB,10-Core-GPU
"HP OMEN 16-u1375ng, Gaming Notebook, mit 16 Zoll Display, Intel® Core™ i7,i7-14700HX Prozessor, 32 GB RAM, 1 TB SSD, NVIDIA GeForce RTX™ 4070, Schwarz, Windows 11 Home (64 Bit)","2299,00€","```json
[
    {
        ""brand"": ""HP"",
        ""model name"": ""OMEN 16-u1375ng"",
        ""CPU"": ""Intel® Core™ i7,i7-14700HX"",
        ""RAM"": 32,
        ""disk space"": ""1 TB"",
        ""GPU"": ""NVIDIA GeForce RTX™ 4070""
    }
]
```",HP,OMEN 16-u1375ng,"Intel® Core™ i7,i7-14700HX",32,1 TB,NVIDIA GeForce RTX™ 4070
"ASUS ROG Strix SCAR 16 G634JYR-RA029W, Gaming Notebook, mit 16 Zoll Display, Intel® Core™ i9,i9-14900HX Prozessor, 32 GB RAM, 1 TB SSD, NVIDIA GeForce RTX™ 4090, Schwarz, Windows 11 Home (64 Bit)","3999,00€","```json
[
    {
        ""brand"": ""ASUS"",
        ""model name"": ""ROG Strix SCAR 16 G634JYR-RA029W"",
        ""CPU"": ""Intel® Core™ i9,i9-14900HX"",
        ""RAM"": 32,
        ""disk space"": ""1 TB"",
        ""GPU"": ""NVIDIA GeForce RTX™ 4090""
    }
]
```",ASUS,ROG Strix SCAR 16 G634JYR-RA029W,"Intel® Core™ i9,i9-14900HX",32,1 TB,NVIDIA GeForce RTX™ 4090
"ASUS ROG Flow X16 GV601VV-NF019W, Convertible, mit 16 Zoll Display Touchscreen, Intel® Core™ i9,i9-13900H Prozessor, 16 GB RAM, 1 TB SSD, NVIDIA GeForce RTX™ 4060, Off Black, Windows 11 Home (64 Bit)","2499,00€","```json
[
    {
        ""brand"": ""ASUS"",
        ""model name"": ""ROG Flow X16 GV601VV-NF019W"",
        ""CPU"": ""Intel® Core™ i9,i9-13900H"",
        ""RAM"": 16,
        ""disk space"": ""1 TB"",
        ""GPU"": ""NVIDIA GeForce RTX™ 4060""
    }
]
```",ASUS,ROG Flow X16 GV601VV-NF019W,"Intel® Core™ i9,i9-13900H",16,1 TB,NVIDIA GeForce RTX™ 4060
"ACER Swift X 16 (SFX16-61G-R7YR) mit 120 Hz Display mit Tastaturbeleuchtung, Notebook, mit 16 Zoll Display, AMD Ryzen™ 7,7840HS Prozessor, 16 GB RAM, 512 GB SSD, NVIDIA GeForce RTX™ 4050, Steel Gray, Windows 11 Home (64 Bit)","1469,00€","```json
[
    {
        ""brand"": ""ACER"",
        ""model name"": ""Swift X 16 (SFX16-61G-R7YR)"",
        ""CPU"": ""AMD Ryzen™ 7,7840HS"",
        ""RAM"": 16,
        ""disk space"": ""512 GB"",
        ""GPU"": ""NVIDIA GeForce RTX™ 4050""
    }
]
```",ACER,Swift X 16 (SFX16-61G-R7YR),"AMD Ryzen™ 7,7840HS",16,512 GB,NVIDIA GeForce RTX™ 4050
"HP OMEN 16-wf1395ng, Gaming Notebook, mit 16,1 Zoll Display, Intel® Core™ i9,i9-14900HX Prozessor, 32 GB RAM, 1 TB SSD, NVIDIA GeForce RTX™ 4080, Shadow Black, Windows 11 Home (64 Bit)","3299,00€","```json
[
    {
        ""brand"": ""HP"",
        ""model name"": ""OMEN 16-wf1395ng"",
        ""CPU"": ""Intel® Core™ i9,i9-14900HX"",
        ""RAM"": 32,
        ""disk space"": ""1 TB"",
        ""GPU"": ""NVIDIA GeForce RTX™ 4080""
    }
]
```",HP,OMEN 16-wf1395ng,"Intel® Core™ i9,i9-14900HX",32,1 TB,NVIDIA GeForce RTX™ 4080
"HP OMEN 16-wf1375ng, Gaming Notebook, mit 16,1 Zoll Display, Intel® Core™ i7,i7-14700HX Prozessor, 16 GB RAM, 512 GB SSD, NVIDIA GeForce RTX™ 4060, Shadow Black, Windows 11 Home (64 Bit)","1799,00€","```json
[
    {
        ""brand"": ""HP"",
        ""model name"": ""OMEN 16-wf1375ng"",
        ""CPU"": ""Intel® Core™ i7,i7-14700HX"",
        ""RAM"": 16,
        ""disk space"": ""512 GB"",
        ""GPU"": ""NVIDIA GeForce RTX™ 4060""
    }
]
```",HP,OMEN 16-wf1375ng,"Intel® Core™ i7,i7-14700HX",16,512 GB,NVIDIA GeForce RTX™ 4060
"LG gram Pro 16Z90SP-G.AA78G, Notebook, mit 16 Zoll Display, Intel® Core™ Ultra 7,155H Prozessor, 16 GB RAM, 1 TB SSD, Intel® Arc® GPU, Schwarz, Windows 11 Home (64 Bit)","1999,00€","```json
[
    {
        ""brand"": ""LG"",
        ""model name"": ""gram Pro 16Z90SP-G.AA78G"",
        ""CPU"": ""Intel® Core™ Ultra 7,155H"",
        ""RAM"": 16,
        ""disk space"": ""1 TB"",
        ""GPU"": ""Intel® Arc®""
    }
]
```",LG,gram Pro 16Z90SP-G.AA78G,"Intel® Core™ Ultra 7,155H",16,1 TB,Intel® Arc®
"LG gram Pro 17Z90SP-E.AD7BG, Notebook, mit 17 Zoll Display, Intel® Core™ Ultra 7,155H Prozessor, 32 GB RAM, 1 TB SSD, NVIDIA GeForce RTX™ 3050, Schwarz, Windows 11 Home (64 Bit)","2599,00€","```json
[
    {
        ""brand"": ""LG"",
        ""model name"": ""gram Pro 17Z90SP-E.AD7BG"",
        ""CPU"": ""Intel® Core™ Ultra 7,155H"",
        ""RAM"": 32,
        ""disk space"": ""1 TB"",
        ""GPU"": ""NVIDIA GeForce RTX™ 3050""
    }
]
```",LG,gram Pro 17Z90SP-E.AD7BG,"Intel® Core™ Ultra 7,155H",32,1 TB,NVIDIA GeForce RTX™ 3050
"LG gram Pro 17Z90SP-G.AA78G, Notebook, mit 17 Zoll Display, Intel® Core™ Ultra 7,155H Prozessor, 16 GB RAM, 1 TB SSD, Intel® Arc® GPU, Schwarz, Windows 11 Home (64 Bit)","2199,00€","```json
[
    {
        ""brand"": ""LG"",
        ""model name"": ""gram Pro 17Z90SP-G.AA78G"",
        ""CPU"": ""Intel® Core™ Ultra 7,155H"",
        ""RAM"": 16,
        ""disk space"": ""1 TB"",
        ""GPU"": ""Intel® Arc®""
    }
]
```",LG,gram Pro 17Z90SP-G.AA78G,"Intel® Core™ Ultra 7,155H",16,1 TB,Intel® Arc®
"LG gram 16Z90S-G.AA75G, Notebook, mit 16 Zoll Display, Intel® Core™ Ultra 7,155H Prozessor, 16 GB RAM, 512 GB SSD, Intel® Arc® GPU, Schwarz, Windows 11 Home (64 Bit)","1749,00€","```json
[
    {
        ""brand"": ""LG"",
        ""model name"": ""gram 16Z90S-G.AA75G"",
        ""CPU"": ""Intel® Core™ Ultra 7,155H"",
        ""RAM"": 16,
        ""disk space"": ""512 GB"",
        ""GPU"": ""Intel® Arc® GPU""
    }
]
```",LG,gram 16Z90S-G.AA75G,"Intel® Core™ Ultra 7,155H",16,512 GB,Intel® Arc® GPU
"LG gram 16Z90S-G.AA79G, Notebook, mit 16 Zoll Display, Intel® Core™ Ultra 7,155H Prozessor, 16 GB RAM, 1 TB SSD, Intel® Arc® GPU, Grau, Windows 11 Home (64 Bit)","1849,00€","```json
[
    {
        ""brand"": ""LG"",
        ""model name"": ""gram 16Z90S-G.AA79G"",
        ""CPU"": ""Intel® Core™ Ultra 7,155H"",
        ""RAM"": 16,
        ""disk space"": ""1 TB"",
        ""GPU"": ""Intel® Arc®""
    }
]
```",LG,gram 16Z90S-G.AA79G,"Intel® Core™ Ultra 7,155H",16,1 TB,Intel® Arc®
"LG gram 16Z90S-G.AA77G, Notebook, mit 16 Zoll Display, Intel® Core™ Ultra 7,155H Prozessor, 16 GB RAM, 1 TB SSD, Intel® Arc® GPU, Weiß, Windows 11 Home (64 Bit)","1849,00€","```json
[
    {
        ""brand"": ""LG"",
        ""model name"": ""gram 16Z90S-G.AA77G"",
        ""CPU"": ""Intel® Core™ Ultra 7,155H"",
        ""RAM"": 16,
        ""disk space"": ""1 TB"",
        ""GPU"": ""Intel® Arc®""
    }
]
```",LG,gram 16Z90S-G.AA77G,"Intel® Core™ Ultra 7,155H",16,1 TB,Intel® Arc®
